date,volume_mcm,area_km2,precipitation_volume_mcm,evaporation_volume_mcm,delta_volume_mcm,runoff_volume_mcm,temp_C,residual_mcm
2025-12-18,206.17559568678377,66.7638241351991,0.0,0.018381042943298835,-0.019471026149005866,0.0,,-0.0010899832057070305
2025-12-19,206.15721464384046,66.76293598638343,0.0,0.018484475510466863,-0.018381042943303783,0.0,,0.00010343256716308091
2025-12-20,206.13873016833,66.76204283983652,0.0,0.019712793453536083,-0.01848447551046206,0.0,,0.0012283179430740213
2025-12-21,206.11901737487645,66.76109034251559,0.0,0.01556049507948919,-0.019712793453550148,0.0,,-0.004152298374060958
2025-12-22,206.10345687979697,66.76033847901584,0.0,0.013919975843852008,-0.015560495079483871,0.0,,-0.001640519235631863
2025-12-23,206.0895369039531,66.7596658833368,0.0,0.014926431836362492,-0.013919975843862176,0.0,,0.0010064559925003162
2025-12-24,206.07461047211675,66.75894465697338,0.0,0.01831561597560868,-0.014926431836357779,0.0,,0.0033891841392509024
2025-12-25,206.05629485614114,66.75805966950627,0.0,0.01580108054551055,-0.01831561597560949,0.0,,-0.002514535430098941
2025-12-26,206.04049377559562,66.7572961812202,0.0,0.018333364667213883,-0.01580108054551488,0.0,,0.0025322841216990043
2025-12-27,206.02216041092842,66.7564103361587,0.0,0.015530269939203195,-0.018333364667199703,0.0,,-0.0028030947279965076
2025-12-28,206.00663014098922,66.75565993309961,0.0,0.015052494598632341,-0.015530269939205255,0.0,,-0.00047777534057291335
2025-12-29,205.9915776463906,66.7549326155425,0.0,0.017575569471623437,-0.01505249459862057,0.0,,0.002523074873002868
2025-12-30,205.97400207691896,66.75408338618922,0.0,0.015744406755261394,-0.017575569471631525,0.0,,-0.0018311627163701306
2025-12-31,205.9582576701637,66.75332263630924,0.0,0.013885755914577866,-0.015744406755260343,0.0,,-0.0018586508406824766
2026-01-01,205.94437191424913,66.75265169409401,0.0,0.01432643810930261,-0.013885755914571973,0.0,,0.0004406821947306374
2026-01-02,205.93004547613984,66.75195945867087,0.0,0.01800566654146709,-0.014326438109293349,0.0,,0.003679228432173741
2026-01-03,205.91203980959838,66.75108944756956,0.0,0.018216897846986456,-0.018005666541455412,0.0,,0.00021123130553104413
2026-01-04,205.89382291175139,66.75020923003794,0.0,0.015022106974115039,-0.018216897846997426,0.0,,-0.0031947908728823873
2026-01-05,205.87880080477726,66.7494833807725,0.0,0.015568906777098358,-0.015022106974129201,0.0,,0.000546799802969157
