date,area_km2,volume_mcm,evaporation_mm,precipitation_mm,delta_volume_mcm,precipitation_volume_mcm,evaporation_volume_mcm,residual_mcm,predicted,runoff_volume_mcm,temp_C
2025-08-05,67.86288852611254,237.2250287459326,,,0.03994833809753118,0.5390012721752173,0.17618290462381375,-0.3228700294538724,True,0.0,
2025-08-06,67.87315902913379,237.58784711348403,,,0.3628183675514265,1.5086694560267238,0.18052926617452852,-0.9653218223007687,True,0.0,
2025-08-07,67.91075424223992,238.91598730333624,,,1.3281401898522063,1.0573160809929045,0.1572682609283768,0.42809236978767856,True,0.0,
2025-08-08,67.93461034735238,239.81603512340075,,,0.9000478200645148,2.4244485879395365,0.22283625339850563,-1.3015645144765162,True,0.0,
2025-08-09,67.99296490818665,242.0176474579418,,,2.201612334541039,3.2993058395710637,0.09037572721227968,-1.007317777817745,True,0.0,
2025-08-10,68.07879144363996,245.22657757030058,,,3.208930112358786,0.2059553787922059,0.12552484291074448,3.1284995764773242,True,0.0,
2025-08-11,68.08096067681744,245.30700810618202,,,0.08043053588144744,0.30598355208757566,0.09770764820846906,-0.12784536799765917,True,0.0,
2025-08-12,68.08657793394268,245.51528401006115,,,0.20827590387912664,0.40096296018320465,0.10260782743224837,-0.09007922887182963,True,0.0,
2025-08-13,68.09462465208954,245.8136391428121,,,0.2983551327509417,1.4215791941882396,0.09804014440254274,-1.0251839170347552,True,0.0,
2025-08-14,68.13032085611249,247.1371781925978,,,1.323539049785694,1.768929691306699,0.10983760811541268,-0.3355530334055923,True,0.0,
2025-08-15,68.54449813804598,248.79627027578908,,,1.6590920831912968,0.9665489378801327,0.10197495199618357,0.7945180973073476,True,0.0,
2025-08-16,69.12471514063648,249.66084426167302,,,0.8645739858839363,2.233866400922817,0.13157200627900617,-1.2377204087598745,True,0.0,
2025-08-17,70.53556831473004,251.7631386563168,,,2.102294394643792,0.3643750926257201,0.08999962200572456,1.8279189240237965,True,0.0,
2025-08-18,70.71970213756849,252.0375141269368,,,0.2743754706199866,0.5726557528551776,0.11129484961409851,-0.18698543262109246,True,0.0,
